,force
4447,663.0
4448,663.0
4449,664.0
4450,663.0
4451,663.0
4452,664.0
4453,662.0
4454,663.0
4455,664.0
4456,663.0
4457,663.0
4458,664.0
4459,662.0
4460,663.0
4461,663.0
4462,663.0
4463,663.0
4464,663.0
4465,663.0
4466,664.0
4467,663.0
4468,663.0
4469,664.0
4470,663.0
4471,663.0
4472,664.0
4473,663.0
4474,663.0
4475,664.0
4476,663.0
4477,663.0
4478,663.0
4479,662.0
4480,664.0
4481,663.0
4482,663.0
4483,664.0
4484,663.0
4485,663.0
4486,664.0
4487,663.0
4488,663.0
4489,664.0
4490,663.0
4491,663.0
4492,663.0
4493,663.0
4494,663.0
4495,663.0
4496,663.0
4497,663.0
4498,664.0
4499,663.0
4500,663.0
4501,663.0
4502,663.0
4503,664.0
4504,663.0
4505,663.0
4506,664.0
4507,663.0
4508,663.0
4509,664.0
4510,663.0
4511,663.0
4512,664.0
4513,663.0
4514,663.0
4515,664.0
4516,663.0
4517,663.0
4518,664.0
4519,663.0
4520,663.0
4521,664.0
4522,663.0
4523,663.0
4524,663.0
4525,663.0
4526,663.0
4527,663.0
4528,663.0
4529,664.0
4530,663.0
4531,663.0
4532,664.0
4533,663.0
4534,662.0
4535,664.0
4536,663.0
4537,663.0
4538,663.0
4539,662.0
4540,663.0
4541,664.0
4542,663.0
4543,664.0
4544,663.0
4545,663.0
4546,664.0
4547,664.0
4548,663.0
4549,664.0
4550,663.0
4551,663.0
4552,664.0
4553,663.0
4554,663.0
4555,664.0
4556,663.0
4557,663.0
4558,664.0
4559,663.0
4560,663.0
4561,664.0
4562,663.0
4563,664.0
4564,664.0
4565,663.0
4566,663.0
4567,663.0
4568,663.0
4569,664.0
4570,663.0
4571,663.0
4572,664.0
4573,663.0
4574,663.0
4575,664.0
4576,663.0
4577,663.0
4578,664.0
4579,663.0
4580,663.0
4581,664.0
4582,663.0
4583,663.0
4584,662.0
4585,663.0
4586,664.0
4587,664.0
4588,663.0
4589,664.0
4590,663.0
4591,663.0
4592,664.0
4593,663.0
4594,663.0
4595,664.0
4596,663.0
4597,663.0
4598,664.0
4599,663.0
4600,663.0
4601,664.0
4602,663.0
4603,664.0
4604,663.0
4605,663.0
4606,664.0
4607,664.0
4608,662.0
4609,664.0
4610,663.0
4611,663.0
4612,664.0
4613,663.0
4614,663.0
4615,664.0
4616,663.0
4617,663.0
4618,664.0
4619,663.0
4620,663.0
4621,664.0
4622,663.0
4623,663.0
4624,664.0
4625,663.0
4626,663.0
4627,663.0
4628,663.0
4629,664.0
4630,663.0
4631,663.0
4632,664.0
4633,663.0
4634,663.0
4635,664.0
4636,663.0
4637,663.0
4638,663.0
4639,663.0
4640,663.0
4641,664.0
4642,663.0
4643,663.0
4644,664.0
4645,662.0
4646,664.0
4647,663.0
4648,663.0
4649,663.0
4650,663.0
4651,663.0
4652,664.0
4653,663.0
4654,663.0
4655,664.0
4656,663.0
4657,663.0
4658,664.0
4659,663.0
4660,663.0
4661,664.0
4662,663.0
4663,663.0
4664,664.0
4665,662.0
4666,663.0
4667,663.0
4668,663.0
4669,663.0
4670,664.0
4671,663.0
4672,664.0
4673,663.0
4674,663.0
4675,663.0
4676,663.0
4677,663.0
4678,664.0
4679,663.0
4680,663.0
4681,664.0
4682,663.0
4683,664.0
4684,664.0
4685,663.0
4686,664.0
4687,664.0
4688,663.0
4689,664.0
4690,663.0
4691,663.0
4692,663.0
4693,663.0
4694,663.0
4695,664.0
4696,663.0
4697,663.0
4698,664.0
4699,663.0
4700,663.0
4701,664.0
4702,663.0
4703,663.0
4704,664.0
4705,663.0
4706,663.0
4707,664.0
4708,663.0
4709,664.0
4710,663.0
4711,663.0
4712,664.0
4713,664.0
4714,663.0
4715,664.0
4716,663.0
4717,663.0
4718,664.0
4719,663.0
4720,663.0
4721,664.0
4722,662.0
4723,663.0
4724,664.0
4725,663.0
4726,663.0
4727,664.0
4728,663.0
4729,663.0
4730,663.0
4731,663.0
4732,663.0
4733,663.0
4734,663.0
4735,664.0
4736,663.0
4737,663.0
4738,664.0
4739,663.0
4740,663.0
4741,664.0
4742,663.0
4743,663.0
4744,663.0
4745,663.0
4746,663.0
4747,663.0
4748,663.0
4749,663.0
4750,664.0
4751,663.0
4752,663.0
4753,663.0
4754,662.0
4755,664.0
4756,663.0
4757,662.0
4758,664.0
4759,663.0
4760,663.0
4761,663.0
4762,663.0
4763,663.0
4764,664.0
4765,663.0
4766,663.0
4767,663.0
4768,663.0
4769,663.0
4770,663.0
4771,663.0
4772,663.0
4773,663.0
4774,663.0
4775,663.0
4776,663.0
4777,663.0
4778,664.0
4779,663.0
4780,663.0
4781,664.0
4782,663.0
4783,663.0
4784,664.0
4785,663.0
4786,663.0
4787,664.0
4788,663.0
4789,664.0
4790,663.0
4791,663.0
4792,663.0
4793,664.0
4794,663.0
4795,664.0
4796,663.0
4797,663.0
4798,664.0
4799,663.0
4800,663.0
4801,664.0
4802,663.0
4803,663.0
4804,664.0
4805,663.0
4806,663.0
4807,664.0
4808,663.0
4809,663.0
4810,664.0
4811,662.0
4812,663.0
4813,664.0
4814,663.0
4815,664.0
4816,663.0
4817,663.0
4818,663.0
4819,663.0
4820,663.0
4821,664.0
4822,663.0
4823,663.0
4824,664.0
4825,663.0
4826,663.0
4827,663.0
4828,663.0
4829,663.0
4830,664.0
4831,663.0
4832,664.0
4833,664.0
4834,663.0
4835,663.0
4836,664.0
4837,663.0
4838,664.0
4839,663.0
4840,663.0
4841,664.0
4842,663.0
4843,663.0
4844,664.0
4845,663.0
4846,663.0
4847,664.0
4848,663.0
4849,663.0
4850,664.0
4851,663.0
4852,664.0
4853,663.0
4854,663.0
4855,663.0
4856,663.0
4857,663.0
4858,664.0
4859,664.0
4860,663.0
4861,664.0
4862,663.0
4863,663.0
4864,664.0
4865,663.0
4866,663.0
4867,664.0
4868,663.0
4869,663.0
4870,664.0
4871,663.0
4872,663.0
4873,663.0
4874,662.0
4875,664.0
4876,664.0
4877,663.0
4878,664.0
4879,664.0
4880,663.0
4881,664.0
4882,663.0
4883,663.0
4884,664.0
4885,663.0
4886,663.0
4887,664.0
4888,663.0
4889,663.0
4890,664.0
4891,663.0
4892,663.0
4893,664.0
4894,663.0
4895,664.0
4896,663.0
4897,663.0
4898,664.0
4899,663.0
4900,663.0
4901,664.0
4902,663.0
4903,663.0
4904,664.0
4905,663.0
4906,663.0
4907,664.0
4908,663.0
4909,663.0
4910,664.0
4911,663.0
4912,663.0
4913,664.0
4914,662.0
4915,663.0
4916,664.0
4917,663.0
4918,663.0
4919,663.0
4920,663.0
4921,664.0
4922,663.0
4923,663.0
4924,664.0
4925,663.0
4926,663.0
4927,663.0
4928,663.0
4929,663.0
4930,664.0
4931,663.0
4932,663.0
4933,664.0
4934,662.0
4935,663.0
4936,664.0
4937,663.0
4938,663.0
4939,663.0
4940,663.0
4941,664.0
4942,663.0
4943,663.0
4944,663.0
4945,663.0
4946,663.0
4947,664.0
4948,663.0
4949,663.0
4950,664.0
4951,663.0
4952,663.0
4953,663.0
4954,663.0
4955,663.0
4956,664.0
4957,663.0
4958,663.0
4959,664.0
4960,663.0
4961,663.0
4962,663.0
4963,663.0
4964,663.0
4965,663.0
4966,663.0
4967,664.0
4968,663.0
4969,663.0
4970,664.0
4971,663.0
4972,663.0
4973,664.0
4974,663.0
4975,663.0
4976,663.0
4977,663.0
4978,664.0
4979,664.0
4980,663.0
4981,664.0
4982,663.0
4983,662.0
4984,664.0
4985,663.0
4986,663.0
4987,664.0
4988,663.0
4989,663.0
4990,664.0
4991,663.0
4992,663.0
4993,664.0
4994,663.0
4995,663.0
4996,664.0
4997,663.0
4998,664.0
4999,664.0
5000,662.0
5001,663.0
5002,663.0
5003,663.0
5004,663.0
5005,663.0
5006,663.0
5007,664.0
5008,663.0
5009,663.0
5010,664.0
5011,663.0
5012,663.0
5013,664.0
5014,663.0
5015,663.0
5016,664.0
5017,663.0
5018,663.0
5019,664.0
5020,663.0
5021,664.0
5022,663.0
5023,663.0
5024,663.0
5025,663.0
5026,663.0
5027,664.0
5028,663.0
5029,663.0
5030,664.0
5031,663.0
5032,663.0
5033,664.0
5034,663.0
5035,663.0
5036,664.0
5037,663.0
5038,663.0
5039,664.0
5040,663.0
5041,664.0
5042,663.0
5043,662.0
5044,663.0
5045,663.0
5046,663.0
5047,664.0
5048,664.0
5049,663.0
5050,664.0
5051,663.0
5052,663.0
5053,664.0
5054,663.0
5055,663.0
5056,664.0
5057,663.0
5058,663.0
5059,664.0
5060,663.0
5061,664.0
5062,664.0
5063,663.0
5064,664.0
5065,663.0
5066,663.0
5067,664.0
5068,663.0
5069,663.0
5070,663.0
5071,663.0
5072,663.0
5073,664.0
5074,663.0
5075,663.0
5076,664.0
5077,663.0
5078,663.0
5079,664.0
5080,663.0
5081,663.0
5082,664.0
5083,663.0
5084,663.0
5085,664.0
5086,663.0
5087,664.0
5088,663.0
5089,663.0
5090,664.0
5091,663.0
5092,663.0
5093,664.0
5094,663.0
5095,663.0
5096,664.0
5097,663.0
5098,663.0
5099,664.0
5100,663.0
5101,663.0
5102,663.0
5103,663.0
5104,663.0
5105,664.0
5106,663.0
5107,664.0
5108,663.0
5109,663.0
5110,664.0
5111,663.0
5112,663.0
5113,664.0
5114,663.0
5115,663.0
5116,664.0
5117,663.0
5118,663.0
5119,664.0
5120,662.0
5121,663.0
5122,664.0
5123,663.0
5124,663.0
5125,664.0
5126,663.0
5127,664.0
5128,664.0
5129,663.0
5130,664.0
5131,663.0
5132,663.0
5133,663.0
5134,663.0
5135,663.0
5136,664.0
5137,663.0
5138,663.0
5139,664.0
5140,663.0
5141,663.0
5142,664.0
5143,663.0
5144,663.0
5145,663.0
5146,663.0
5147,664.0
5148,663.0
5149,663.0
5150,664.0
5151,663.0
5152,663.0
5153,664.0
5154,663.0
5155,663.0
5156,664.0
5157,663.0
5158,663.0
5159,664.0
5160,663.0
5161,663.0
5162,664.0
5163,663.0
5164,663.0
5165,664.0
5166,663.0
5167,664.0
5168,663.0
5169,663.0
5170,664.0
5171,663.0
5172,663.0
5173,664.0
5174,663.0
5175,663.0
5176,664.0
5177,663.0
5178,663.0
5179,664.0
5180,663.0
5181,663.0
5182,664.0
5183,663.0
5184,663.0
5185,664.0
5186,663.0
5187,664.0
5188,664.0
5189,663.0
5190,663.0
5191,664.0
5192,663.0
5193,664.0
5194,663.0
5195,663.0
5196,664.0
5197,663.0
5198,663.0
5199,664.0
5200,663.0
5201,663.0
5202,664.0
5203,663.0
5204,663.0
5205,664.0
5206,663.0
5207,664.0
5208,663.0
5209,663.0
5210,664.0
5211,663.0
5212,663.0
5213,664.0
5214,663.0
5215,663.0
5216,664.0
5217,663.0
5218,663.0
5219,663.0
5220,680.0
5221,661.0
5222,660.0
5223,662.0
5224,663.0
5225,664.0
5226,663.0
5227,664.0
5228,663.0
5229,663.0
5230,663.0
5231,663.0
5232,663.0
5233,664.0
5234,663.0
5235,663.0
5236,664.0
5237,663.0
5238,663.0
5239,664.0
5240,663.0
5241,663.0
5242,664.0
5243,663.0
5244,663.0
5245,664.0
5246,663.0
5247,663.0
5248,664.0
5249,663.0
5250,663.0
5251,664.0
5252,663.0
5253,664.0
5254,664.0
5255,663.0
5256,664.0
5257,663.0
5258,663.0
5259,664.0
5260,663.0
5261,663.0
5262,664.0
5263,663.0
5264,664.0
5265,664.0
5266,663.0
5267,664.0
5268,664.0
5269,663.0
5270,663.0
5271,663.0
5272,663.0
5273,663.0
5274,663.0
5275,663.0
5276,663.0
5277,663.0
5278,663.0
5279,664.0
5280,663.0
5281,663.0
5282,664.0
5283,663.0
5284,663.0
5285,664.0
5286,663.0
5287,663.0
5288,664.0
5289,663.0
5290,664.0
5291,664.0
5292,663.0
5293,664.0
5294,663.0
5295,663.0
5296,664.0
5297,664.0
5298,663.0
5299,664.0
5300,663.0
5301,663.0
5302,664.0
5303,663.0
5304,663.0
5305,664.0
5306,663.0
5307,663.0
5308,664.0
5309,663.0
5310,664.0
5311,664.0
5312,663.0
5313,664.0
5314,663.0
5315,663.0
5316,664.0
5317,664.0
5318,663.0
5319,664.0
5320,663.0
5321,663.0
5322,649.0
5323,660.0
5324,661.0
5325,663.0
5326,663.0
5327,663.0
5328,664.0
5329,663.0
5330,664.0
5331,663.0
5332,663.0
5333,663.0
5334,663.0
5335,663.0
5336,664.0
5337,663.0
5338,663.0
5339,664.0
5340,664.0
5341,663.0
5342,664.0
5343,663.0
5344,663.0
5345,664.0
5346,663.0
5347,663.0
5348,664.0
5349,663.0
5350,663.0
5351,664.0
5352,663.0
5353,664.0
5354,664.0
5355,663.0
5356,664.0
5357,664.0
5358,663.0
5359,664.0
5360,664.0
5361,663.0
5362,664.0
5363,663.0
5364,663.0
5365,664.0
5366,663.0
5367,663.0
5368,664.0
5369,663.0
5370,664.0
5371,664.0
5372,663.0
5373,663.0
5374,664.0
5375,663.0
5376,664.0
5377,664.0
5378,663.0
5379,664.0
5380,663.0
5381,663.0
5382,663.0
5383,663.0
5384,663.0
5385,664.0
5386,663.0
5387,663.0
5388,664.0
5389,663.0
5390,663.0
5391,664.0
5392,663.0
5393,664.0
5394,664.0
5395,663.0
5396,664.0
5397,664.0
5398,663.0
5399,664.0
5400,663.0
5401,663.0
5402,664.0
5403,663.0
5404,663.0
5405,664.0
5406,663.0
5407,663.0
5408,664.0
5409,663.0
5410,664.0
5411,664.0
5412,663.0
5413,664.0
5414,664.0
5415,663.0
5416,664.0
5417,664.0
5418,663.0
5419,664.0
5420,664.0
5421,663.0
5422,664.0
5423,671.0
5424,659.0
5425,671.0
5426,662.0
5427,662.0
5428,664.0
5429,663.0
5430,663.0
5431,664.0
5432,663.0
5433,664.0
5434,664.0
5435,663.0
5436,664.0
5437,664.0
5438,663.0
5439,664.0
5440,663.0
5441,664.0
5442,664.0
5443,663.0
5444,663.0
5445,664.0
5446,663.0
5447,663.0
5448,664.0
5449,663.0
5450,664.0
5451,664.0
5452,663.0
5453,663.0
5454,664.0
5455,663.0
5456,664.0
5457,664.0
5458,663.0
5459,664.0
5460,664.0
5461,663.0
5462,664.0
5463,664.0
5464,663.0
5465,664.0
5466,664.0
5467,663.0
5468,664.0
5469,663.0
5470,664.0
5471,664.0
5472,664.0
5473,664.0
5474,664.0
5475,663.0
5476,664.0
5477,664.0
5478,663.0
5479,664.0
5480,664.0
5481,663.0
5482,664.0
5483,664.0
5484,663.0
5485,664.0
5486,664.0
5487,664.0
5488,664.0
5489,664.0
5490,664.0
5491,664.0
5492,664.0
5493,664.0
5494,664.0
5495,663.0
5496,664.0
5497,664.0
5498,664.0
5499,664.0
5500,664.0
5501,663.0
5502,664.0
5503,664.0
5504,663.0
5505,664.0
5506,664.0
5507,663.0
5508,664.0
5509,664.0
5510,663.0
5511,665.0
5512,664.0
5513,664.0
5514,664.0
5515,664.0
5516,664.0
5517,664.0
5518,663.0
5519,664.0
5520,664.0
5521,664.0
5522,664.0
5523,664.0
5524,664.0
5525,678.0
5526,661.0
5527,687.0
5528,664.0
5529,663.0
5530,664.0
5531,664.0
5532,664.0
5533,664.0
5534,664.0
5535,664.0
5536,664.0
5537,664.0
5538,663.0
5539,664.0
5540,664.0
5541,663.0
5542,664.0
5543,664.0
5544,663.0
5545,664.0
5546,664.0
5547,663.0
5548,664.0
5549,664.0
5550,663.0
5551,664.0
5552,664.0
5553,664.0
5554,664.0
5555,664.0
5556,664.0
5557,664.0
5558,664.0
5559,664.0
5560,664.0
5561,664.0
5562,664.0
5563,664.0
5564,664.0
5565,664.0
5566,664.0
5567,663.0
5568,664.0
5569,664.0
5570,664.0
5571,664.0
5572,664.0
5573,664.0
5574,665.0
5575,664.0
5576,664.0
5577,664.0
5578,664.0
5579,664.0
5580,664.0
5581,664.0
5582,664.0
5583,664.0
5584,664.0
5585,664.0
5586,664.0
5587,664.0
5588,664.0
5589,664.0
5590,664.0
5591,665.0
5592,664.0
5593,664.0
5594,665.0
5595,664.0
5596,664.0
5597,665.0
5598,664.0
5599,664.0
5600,664.0
5601,664.0
5602,664.0
5603,664.0
5604,664.0
5605,665.0
5606,664.0
5607,664.0
5608,664.0
5609,664.0
5610,664.0
5611,665.0
5612,664.0
5613,664.0
5614,664.0
5615,664.0
5616,664.0
5617,665.0
5618,664.0
5619,664.0
5620,664.0
5621,664.0
5622,664.0
5623,665.0
5624,664.0
5625,664.0
5626,664.0
5627,684.0
5628,662.0
5629,660.0
5630,663.0
5631,664.0
5632,664.0
5633,664.0
5634,665.0
5635,664.0
5636,664.0
5637,665.0
5638,664.0
5639,664.0
5640,664.0
5641,664.0
5642,664.0
5643,665.0
5644,664.0
5645,664.0
5646,664.0
5647,664.0
5648,665.0
5649,664.0
5650,664.0
5651,665.0
5652,664.0
5653,664.0
5654,665.0
5655,664.0
5656,664.0
5657,665.0
5658,664.0
5659,664.0
5660,665.0
5661,664.0
5662,664.0
5663,665.0
5664,664.0
5665,664.0
5666,665.0
5667,664.0
5668,665.0
5669,665.0
5670,664.0
5671,665.0
5672,664.0
5673,664.0
5674,665.0
5675,664.0
5676,664.0
5677,665.0
5678,664.0
5679,665.0
5680,665.0
5681,665.0
5682,664.0
5683,665.0
5684,664.0
5685,665.0
5686,665.0
5687,664.0
5688,665.0
5689,665.0
5690,664.0
5691,665.0
5692,665.0
5693,664.0
5694,665.0
5695,664.0
5696,664.0
5697,665.0
5698,664.0
5699,665.0
5700,665.0
5701,664.0
5702,665.0
5703,665.0
5704,664.0
5705,665.0
5706,665.0
5707,664.0
5708,665.0
5709,665.0
5710,664.0
5711,665.0
5712,665.0
5713,664.0
5714,665.0
5715,665.0
5716,664.0
5717,665.0
5718,664.0
5719,664.0
5720,665.0
5721,664.0
5722,664.0
5723,665.0
5724,664.0
5725,665.0
5726,665.0
5727,664.0
5728,665.0
5729,657.0
5730,662.0
5731,663.0
5732,664.0
5733,664.0
5734,665.0
5735,665.0
5736,664.0
5737,665.0
5738,665.0
5739,664.0
5740,665.0
5741,665.0
5742,664.0
5743,665.0
5744,664.0
5745,665.0
5746,665.0
5747,664.0
5748,665.0
5749,665.0
5750,664.0
5751,665.0
5752,665.0
5753,664.0
5754,665.0
5755,665.0
5756,664.0
5757,665.0
5758,665.0
5759,664.0
5760,665.0
5761,665.0
5762,664.0
5763,665.0
5764,665.0
5765,665.0
5766,665.0
5767,665.0
5768,665.0
5769,665.0
5770,665.0
5771,665.0
5772,665.0
5773,664.0
5774,665.0
5775,665.0
5776,665.0
5777,665.0
5778,665.0
5779,665.0
5780,666.0
5781,664.0
5782,665.0
5783,665.0
5784,664.0
5785,665.0
5786,665.0
5787,664.0
5788,665.0
5789,666.0
5790,665.0
5791,665.0
5792,665.0
5793,665.0
5794,665.0
5795,665.0
5796,664.0
5797,665.0
5798,665.0
5799,665.0
5800,665.0
5801,665.0
5802,665.0
5803,666.0
5804,665.0
5805,665.0
5806,665.0
5807,665.0
5808,665.0
5809,665.0
5810,665.0
5811,665.0
5812,665.0
5813,665.0
5814,665.0
5815,665.0
5816,665.0
5817,665.0
5818,665.0
5819,665.0
5820,666.0
5821,665.0
5822,665.0
5823,666.0
5824,665.0
5825,665.0
5826,665.0
5827,665.0
5828,665.0
5829,666.0
5830,676.0
5831,662.0
5832,675.0
5833,664.0
5834,664.0
5835,665.0
5836,664.0
5837,666.0
5838,665.0
5839,665.0
5840,666.0
5841,665.0
5842,665.0
5843,666.0
5844,665.0
5845,665.0
5846,665.0
5847,665.0
5848,665.0
5849,666.0
5850,665.0
5851,665.0
5852,666.0
5853,665.0
5854,666.0
5855,666.0
5856,665.0
5857,666.0
5858,665.0
5859,665.0
5860,666.0
5861,665.0
5862,665.0
5863,666.0
5864,665.0
5865,665.0
5866,666.0
5867,665.0
5868,665.0
5869,666.0
5870,665.0
5871,665.0
5872,666.0
5873,665.0
5874,665.0
5875,666.0
5876,665.0
5877,666.0
5878,666.0
5879,665.0
5880,666.0
5881,666.0
5882,665.0
5883,666.0
5884,665.0
5885,665.0
5886,666.0
5887,665.0
5888,665.0
5889,666.0
5890,665.0
5891,666.0
5892,666.0
5893,665.0
5894,666.0
5895,666.0
5896,665.0
5897,666.0
5898,666.0
5899,665.0
5900,666.0
5901,665.0
5902,665.0
5903,666.0
5904,666.0
5905,665.0
5906,667.0
5907,665.0
5908,665.0
5909,666.0
5910,665.0
5911,666.0
5912,666.0
5913,665.0
5914,666.0
5915,667.0
5916,665.0
5917,666.0
5918,666.0
5919,665.0
5920,666.0
5921,666.0
5922,665.0
5923,666.0
5924,666.0
5925,666.0
5926,666.0
5927,666.0
5928,665.0
5929,666.0
5930,665.0
5931,666.0
5932,682.0
5933,663.0
5934,649.0
5935,666.0
5936,664.0
5937,666.0
5938,666.0
5939,665.0
5940,666.0
5941,666.0
5942,665.0
5943,667.0
5944,666.0
5945,666.0
5946,666.0
5947,665.0
5948,665.0
5949,667.0
5950,666.0
5951,666.0
5952,666.0
5953,666.0
5954,666.0
5955,667.0
5956,666.0
5957,666.0
5958,667.0
5959,665.0
5960,666.0
5961,666.0
5962,665.0
5963,666.0
5964,666.0
5965,666.0
5966,667.0
5967,666.0
5968,666.0
5969,667.0
5970,666.0
5971,666.0
5972,667.0
5973,666.0
5974,666.0
5975,666.0
5976,666.0
5977,667.0
5978,667.0
5979,666.0
5980,667.0
5981,667.0
5982,666.0
5983,667.0
5984,667.0
5985,666.0
5986,667.0
5987,666.0
5988,666.0
5989,667.0
5990,666.0
5991,666.0
5992,667.0
5993,666.0
5994,666.0
5995,667.0
5996,666.0
5997,666.0
5998,667.0
5999,666.0
6000,666.0
6001,667.0
6002,666.0
6003,667.0
6004,667.0
6005,666.0
6006,667.0
6007,667.0
6008,666.0
6009,667.0
6010,667.0
6011,666.0
6012,667.0
6013,666.0
6014,666.0
6015,667.0
6016,666.0
6017,667.0
6018,667.0
6019,666.0
6020,667.0
6021,667.0
6022,666.0
6023,667.0
6024,667.0
6025,666.0
6026,667.0
6027,667.0
6028,666.0
6029,667.0
6030,667.0
6031,667.0
6032,667.0
6033,667.0
6034,684.0
6035,665.0
6036,664.0
6037,666.0
6038,666.0
6039,666.0
6040,667.0
6041,667.0
6042,666.0
6043,667.0
6044,667.0
6045,666.0
6046,667.0
6047,667.0
6048,666.0
6049,667.0
6050,667.0
6051,667.0
6052,668.0
6053,667.0
6054,667.0
6055,667.0
6056,667.0
6057,667.0
6058,668.0
6059,667.0
6060,667.0
6061,667.0
6062,667.0
6063,668.0
6064,668.0
6065,667.0
6066,668.0
6067,667.0
6068,667.0
6069,668.0
6070,667.0
6071,667.0
6072,668.0
6073,667.0
6074,667.0
6075,668.0
6076,667.0
6077,667.0
6078,668.0
6079,667.0
6080,668.0
6081,668.0
6082,667.0
6083,668.0
6084,668.0
6085,667.0
6086,668.0
6087,668.0
6088,667.0
6089,668.0
6090,668.0
6091,667.0
6092,668.0
6093,668.0
6094,668.0
6095,668.0
6096,667.0
6097,668.0
6098,668.0
6099,668.0
6100,668.0
6101,668.0
6102,667.0
6103,668.0
6104,668.0
6105,668.0
6106,668.0
6107,668.0
6108,667.0
6109,669.0
6110,668.0
6111,668.0
6112,668.0
6113,668.0
6114,668.0
6115,668.0
6116,668.0
6117,668.0
6118,668.0
6119,668.0
6120,668.0
6121,669.0
6122,668.0
6123,668.0
6124,669.0
6125,668.0
6126,669.0
6127,669.0
6128,668.0
6129,669.0
6130,669.0
6131,668.0
6132,669.0
6133,668.0
6134,668.0
6135,669.0
6136,664.0
6137,637.0
6138,668.0
6139,668.0
6140,668.0
6141,669.0
6142,668.0
6143,669.0
6144,669.0
6145,668.0
6146,669.0
6147,669.0
6148,668.0
6149,669.0
6150,669.0
6151,668.0
6152,670.0
6153,669.0
6154,668.0
6155,669.0
6156,669.0
6157,669.0
6158,670.0
6159,669.0
6160,669.0
6161,670.0
6162,669.0
6163,669.0
6164,670.0
6165,669.0
6166,670.0
6167,670.0
6168,669.0
6169,670.0
6170,670.0
6171,669.0
6172,670.0
6173,670.0
6174,669.0
6175,670.0
6176,670.0
6177,670.0
6178,671.0
6179,670.0
6180,668.0
6181,671.0
6182,669.0
6183,670.0
6184,670.0
6185,670.0
6186,670.0
6187,670.0
6188,670.0
6189,671.0
6190,670.0
6191,670.0
6192,671.0
6193,670.0
6194,670.0
6195,671.0
6196,670.0
6197,670.0
6198,671.0
6199,670.0
6200,670.0
6201,671.0
6202,670.0
6203,670.0
6204,671.0
6205,670.0
6206,671.0
6207,671.0
6208,670.0
6209,671.0
6210,671.0
6211,670.0
6212,671.0
6213,671.0
6214,670.0
6215,671.0
6216,671.0
6217,671.0
6218,671.0
6219,671.0
6220,670.0
6221,672.0
6222,671.0
6223,671.0
6224,671.0
6225,671.0
6226,671.0
6227,672.0
6228,671.0
6229,671.0
6230,671.0
6231,671.0
6232,672.0
6233,671.0
6234,671.0
6235,672.0
6236,671.0
6237,677.0
6238,670.0
6239,683.0
6240,671.0
6241,671.0
6242,671.0
6243,671.0
6244,672.0
6245,671.0
6246,671.0
6247,672.0
6248,671.0
6249,672.0
6250,672.0
6251,671.0
6252,672.0
6253,672.0
6254,671.0
6255,672.0
6256,672.0
6257,672.0
6258,673.0
6259,672.0
6260,672.0
6261,672.0
6262,672.0
6263,672.0
6264,673.0
6265,672.0
6266,672.0
6267,672.0
6268,672.0
6269,673.0
6270,673.0
6271,672.0
6272,673.0
6273,673.0
6274,672.0
6275,673.0
6276,673.0
6277,672.0
6278,673.0
6279,673.0
6280,672.0
6281,673.0
6282,673.0
6283,673.0
6284,673.0
6285,672.0
6286,668.0
6287,674.0
6288,672.0
6289,673.0
6290,674.0
6291,673.0
6292,673.0
6293,674.0
6294,672.0
6295,674.0
6296,673.0
6297,673.0
6298,674.0
6299,674.0
6300,673.0
6301,674.0
6302,673.0
6303,673.0
6304,674.0
6305,673.0
6306,674.0
6307,674.0
6308,673.0
6309,674.0
6310,674.0
6311,673.0
6312,674.0
6313,674.0
6314,673.0
6315,674.0
6316,674.0
6317,674.0
6318,674.0
6319,674.0
6320,673.0
6321,675.0
6322,674.0
6323,674.0
6324,675.0
6325,674.0
6326,674.0
6327,675.0
6328,674.0
6329,675.0
6330,675.0
6331,674.0
6332,675.0
6333,675.0
6334,674.0
6335,675.0
6336,675.0
6337,675.0
6338,675.0
6339,690.0
6340,673.0
6341,667.0
6342,675.0
6343,674.0
6344,675.0
6345,675.0
6346,675.0
6347,676.0
6348,675.0
6349,675.0
6350,676.0
6351,675.0
6352,675.0
6353,676.0
6354,675.0
6355,676.0
6356,675.0
6357,675.0
6358,676.0
6359,676.0
6360,676.0
6361,676.0
6362,676.0
6363,675.0
6364,677.0
6365,676.0
6366,675.0
6367,676.0
6368,676.0
6369,676.0
6370,677.0
6371,676.0
6372,676.0
6373,676.0
6374,676.0
6375,676.0
6376,677.0
6377,676.0
6378,677.0
6379,677.0
6380,676.0
6381,677.0
6382,677.0
6383,677.0
6384,677.0
6385,676.0
6386,677.0
6387,678.0
6388,677.0
6389,677.0
6390,678.0
6391,677.0
6392,677.0
6393,678.0
6394,676.0
6395,678.0
6396,678.0
6397,677.0
6398,678.0
6399,678.0
6400,678.0
6401,678.0
6402,677.0
6403,677.0
6404,678.0
6405,678.0
6406,677.0
6407,678.0
6408,678.0
6409,678.0
6410,678.0
6411,677.0
6412,678.0
6413,678.0
6414,677.0
6415,678.0
6416,678.0
6417,678.0
6418,678.0
6419,679.0
6420,678.0
6421,678.0
6422,678.0
6423,678.0
6424,679.0
6425,678.0
6426,678.0
6427,679.0
6428,679.0
6429,679.0
6430,679.0
6431,678.0
6432,679.0
6433,679.0
6434,678.0
6435,679.0
6436,674.0
6437,678.0
6438,679.0
6439,679.0
6440,679.0
6441,697.0
6442,678.0
6443,677.0
6444,680.0
6445,679.0
