,emg
37080,-28982
37081,-57495
37082,-48191
37083,-45651
37084,-44576
37085,-46172
37086,-50949
37087,-53603
37088,-55365
37089,-32350
37090,-35754
37091,-58758
37092,-45467
37093,-47230
37094,-47507
37095,-47220
37096,-49230
37097,-52917
37098,-57426
37099,-32344
37100,-32403
37101,-59031
37102,-50366
37103,-47121
37104,-45096
37105,-45645
37106,-49803
37107,-54812
37108,-61039
37109,-39720
37110,-39067
37111,-59048
37112,-46953
37113,-45901
37114,-46207
37115,-46732
37116,-49476
37117,-53901
37118,-59419
37119,-38047
37120,-42139
37121,-62821
37122,-52188
37123,-46947
37124,-45566
37125,-47119
37126,-50662
37127,-55729
37128,-62298
37129,-47466
37130,-48009
37131,-63548
37132,-53678
37133,-51496
37134,-49304
37135,-46764
37136,-50053
37137,-54887
37138,-59967
37139,-47591
37140,-45093
37141,-61062
37142,-51351
37143,-49472
37144,-47406
37145,-46888
37146,-50381
37147,-54331
37148,-59791
37149,-44631
37150,-44664
37151,-62926
37152,-54058
37153,-51482
37154,-48968
37155,-45607
37156,-46081
37157,-50949
37158,-58121
37159,-48136
37160,-51794
37161,-65455
37162,-54557
37163,-47544
37164,-44176
37165,-47289
37166,-49962
37167,-53371
37168,-59676
37169,-49714
37170,-49725
37171,-62171
37172,-50029
37173,-46044
37174,-46275
37175,-49494
37176,-52724
37177,-53867
37178,-55735
37179,-39627
37180,-41247
37181,-61029
37182,-51385
37183,-48044
37184,-46890
37185,-47903
37186,-51184
37187,-55396
37188,-60196
37189,-45298
37190,-46232
37191,-61834
37192,-48115
37193,-44503
37194,-46527
37195,-49112
37196,-51926
37197,-55109
37198,-60139
37199,-50109
37200,-48321
37201,-63878
37202,-55397
37203,-52682
37204,-49071
37205,-47717
37206,-50682
37207,-55759
37208,-60909
37209,-59711
37210,-58173
37211,-61547
37212,-51116
37213,-48331
37214,-47679
37215,-49262
37216,-51612
37217,-57474
37218,-63567
37219,-68126
37220,-66187
37221,-60116
37222,-48691
37223,-48372
37224,-49367
37225,-49603
37226,-50756
37227,-53964
37228,-59959
37229,-64509
37230,-66812
37231,-63264
37232,-52076
37233,-47889
37234,-47227
37235,-50112
37236,-51732
37237,-53981
37238,-60002
37239,-61444
37240,-62661
37241,-63572
37242,-51490
37243,-46809
37244,-47314
37245,-50359
37246,-51758
37247,-54077
37248,-60929
37249,-52831
37250,-53422
37251,-62178
37252,-51185
37253,-48246
37254,-47264
37255,-48540
37256,-50556
37257,-53856
37258,-58387
37259,-49107
37260,-51189
37261,-62186
37262,-49679
37263,-46200
37264,-46544
37265,-46720
37266,-49097
37267,-54521
37268,-60071
37269,-46845
37270,-46288
37271,-61021
37272,-48312
37273,-46224
37274,-43496
37275,-43379
37276,-46729
37277,-51956
37278,-57851
37279,-50786
37280,-47250
37281,-59262
37282,-49945
37283,-47044
37284,-44256
37285,-44706
37286,-48244
37287,-53182
37288,-59027
37289,-51684
37290,-51211
37291,-63621
37292,-51479
37293,-46223
37294,-44969
37295,-47069
37296,-48955
37297,-52279
37298,-59602
37299,-50651
37300,-46811
37301,-63901
37302,-52274
37303,-47979
37304,-44711
37305,-46044
37306,-50817
37307,-53579
37308,-58961
37309,-48314
37310,-49765
37311,-66304
37312,-52134
37313,-47134
37314,-46816
37315,-48131
37316,-50564
37317,-54852
37318,-60706
37319,-42792
37320,-40413
37321,-62039
37322,-52562
37323,-49379
37324,-48104
37325,-50292
37326,-53167
37327,-57249
37328,-62035
37329,-45490
37330,-39839
37331,-61544
37332,-51836
37333,-49680
37334,-48634
37335,-48942
37336,-52329
37337,-56073
37338,-60767
37339,-43722
37340,-42124
37341,-63659
37342,-53812
37343,-48996
37344,-47199
37345,-49390
37346,-51324
37347,-55736
37348,-58938
37349,-40731
37350,-38987
37351,-64165
37352,-50587
37353,-46961
37354,-46710
37355,-47906
37356,-50410
37357,-54466
37358,-60206
37359,-41264
37360,-38391
37361,-61211
37362,-50656
37363,-46558
37364,-45907
37365,-47619
37366,-51332
37367,-56597
37368,-62021
37369,-44120
37370,-40654
37371,-59664
37372,-46926
37373,-45587
37374,-49407
37375,-51046
37376,-52259
37377,-55807
37378,-60061
37379,-39935
37380,-37247
37381,-63352
37382,-54727
37383,-51287
37384,-47681
37385,-48224
37386,-51905
37387,-54749
37388,-58831
37389,-39424
37390,-36833
37391,-64516
37392,-53456
37393,-48714
37394,-47121
37395,-48160
37396,-51281
37397,-55729
37398,-60269
37399,-42366
37400,-39921
37401,-61129
37402,-50414
37403,-49782
37404,-48693
37405,-48592
37406,-52155
37407,-54958
37408,-58753
37409,-37339
37410,-33760
37411,-62228
37412,-52839
37413,-48559
37414,-47851
37415,-48721
37416,-50656
37417,-54669
37418,-60076
37419,-41655
37420,-36355
37421,-63319
37422,-51647
37423,-47696
37424,-46344
37425,-48330
37426,-52700
37427,-55124
37428,-57935
37429,-42670
37430,-42131
37431,-64066
37432,-51622
37433,-47251
37434,-46998
37435,-48477
37436,-51124
37437,-54864
37438,-60224
37439,-41891
37440,-35374
37441,-59184
37442,-51364
37443,-49844
37444,-48647
37445,-48320
37446,-50920
37447,-54652
37448,-59631
37449,-41168
37450,-38319
37451,-61290
37452,-50624
37453,-47445
37454,-46731
37455,-48431
37456,-50610
37457,-54879
37458,-61349
37459,-45531
37460,-38724
37461,-61661
37462,-51296
37463,-47669
37464,-47264
37465,-49024
37466,-51724
37467,-55220
37468,-58847
37469,-44053
37470,-42246
37471,-65402
37472,-55799
37473,-50235
37474,-47300
37475,-50424
37476,-52797
37477,-54291
37478,-58427
37479,-39854
37480,-35971
37481,-62946
37482,-52379
37483,-48089
37484,-48984
37485,-50594
37486,-53305
37487,-56072
37488,-60981
37489,-44560
37490,-39068
37491,-61137
37492,-52163
37493,-49544
37494,-48907
37495,-49457
37496,-51499
37497,-54286
37498,-58066
37499,-37783
37500,-36776
37501,-62192
37502,-53016
37503,-49674
37504,-47749
37505,-50317
37506,-52024
37507,-52755
37508,-57867
37509,-40783
37510,-36876
37511,-63461
37512,-53943
37513,-48279
37514,-47788
37515,-48241
37516,-49062
37517,-53060
37518,-59189
37519,-50086
37520,-48597
37521,-63909
37522,-50899
37523,-47284
37524,-47368
37525,-47549
37526,-50155
37527,-53856
37528,-58960
37529,-49584
37530,-50208
37531,-63514
37532,-51415
37533,-47929
37534,-47206
37535,-49206
37536,-53874
37537,-57691
37538,-61002
37539,-47937
37540,-44265
37541,-61056
37542,-49621
37543,-48906
37544,-48920
37545,-50840
37546,-53536
37547,-54564
37548,-58499
37549,-44187
37550,-40212
37551,-61305
37552,-52294
37553,-48165
37554,-46092
37555,-47600
37556,-52009
37557,-56560
37558,-61289
37559,-48311
37560,-42735
37561,-60425
37562,-52604
37563,-49924
37564,-46889
37565,-46666
37566,-48381
37567,-53296
37568,-58393
37569,-45851
37570,-40144
37571,-63247
37572,-55046
37573,-49721
37574,-47466
37575,-48167
37576,-51319
37577,-56636
37578,-61184
37579,-49422
37580,-46532
37581,-61550
37582,-49349
37583,-46331
37584,-46407
37585,-46346
37586,-47511
37587,-52675
37588,-60053
37589,-48131
37590,-47052
37591,-63708
37592,-53733
37593,-50475
37594,-46139
37595,-44925
37596,-50436
37597,-54466
37598,-58688
37599,-48851
37600,-46014
37601,-63329
37602,-52530
37603,-48966
37604,-49029
37605,-49627
37606,-49066
37607,-52995
37608,-58139
37609,-49481
37610,-50539
37611,-61171
37612,-48351
37613,-48288
37614,-48558
37615,-47706
37616,-49844
37617,-55295
37618,-60022
37619,-47871
37620,-46806
37621,-63942
37622,-55826
37623,-49120
37624,-46326
37625,-48331
37626,-49613
37627,-52735
37628,-59466
37629,-46366
37630,-44409
37631,-62054
37632,-50238
37633,-47968
37634,-48112
37635,-48839
37636,-50134
37637,-51175
37638,-57540
37639,-47087
37640,-42821
37641,-61155
37642,-49876
37643,-48513
37644,-48526
37645,-48062
37646,-49846
37647,-52717
37648,-56807
37649,-44552
37650,-41092
37651,-61102
37652,-50531
37653,-47935
37654,-46594
37655,-46910
37656,-50776
37657,-55933
37658,-60067
37659,-44717
37660,-35792
37661,-58574
37662,-49841
37663,-47895
37664,-48266
37665,-50764
37666,-51929
37667,-53027
37668,-56889
37669,-43378
37670,-42057
37671,-60370
37672,-48432
37673,-45537
37674,-46474
37675,-49618
37676,-51124
37677,-54865
37678,-60122
37679,-50783
37680,-47238
37681,-61718
37682,-50252
37683,-46760
37684,-44932
37685,-46215
37686,-48428
37687,-52869
37688,-57484
37689,-48789
37690,-43364
37691,-61842
37692,-49449
37693,-45274
37694,-45385
37695,-47112
37696,-49282
37697,-52882
37698,-57537
37699,-46450
37700,-42884
37701,-61606
37702,-51175
37703,-48010
37704,-46725
37705,-47137
37706,-49473
37707,-53916
37708,-58772
37709,-47479
37710,-41953
37711,-60707
37712,-50414
37713,-45538
37714,-44166
37715,-48292
37716,-53074
37717,-53581
37718,-56147
37719,-48775
37720,-46234
37721,-60556
37722,-49310
37723,-46189
37724,-47592
37725,-46779
37726,-46624
37727,-52584
37728,-59024
37729,-45818
37730,-40104
37731,-59005
37732,-49668
37733,-47884
37734,-47157
37735,-48317
37736,-51041
37737,-54734
37738,-57576
37739,-49032
37740,-43150
37741,-60159
37742,-49337
37743,-47257
37744,-46055
37745,-45151
37746,-48091
37747,-55112
37748,-60780
37749,-48749
37750,-43191
37751,-60534
37752,-50612
37753,-46609
37754,-46174
37755,-46847
37756,-48153
37757,-52842
37758,-57580
37759,-52251
37760,-51536
37761,-65543
37762,-53804
37763,-48216
37764,-46129
37765,-47082
37766,-48084
37767,-50942
37768,-57055
37769,-49498
37770,-44319
37771,-60959
37772,-50692
37773,-47761
37774,-48392
37775,-49801
37776,-50840
37777,-51372
37778,-55899
37779,-52353
37780,-51552
37781,-62817
37782,-49683
37783,-48573
37784,-51249
37785,-50540
37786,-49529
37787,-50527
37788,-55397
37789,-49672
37790,-47171
37791,-61712
37792,-52337
37793,-50431
37794,-47696
37795,-44922
37796,-43976
37797,-48837
37798,-54999
37799,-42956
37800,-39517
37801,-62997
37802,-51347
37803,-46077
37804,-43218
37805,-43227
37806,-45989
37807,-50617
37808,-55987
37809,-44952
37810,-42156
37811,-58726
37812,-49789
37813,-48204
37814,-47647
37815,-49108
37816,-45583
37817,-45456
37818,-51883
37819,-45075
37820,-37771
37821,-57826
37822,-49095
37823,-44267
37824,-41214
37825,-43773
37826,-45717
37827,-47079
37828,-52476
37829,-44437
37830,-38241
37831,-58675
37832,-47624
37833,-42814
37834,-39333
37835,-42731
37836,-46173
37837,-49146
37838,-55951
37839,-44937
37840,-34756
37841,-57509
37842,-49664
37843,-48534
37844,-45627
37845,-42032
37846,-43439
37847,-48413
37848,-53717
37849,-42041
37850,-38339
37851,-62386
37852,-50095
37853,-43097
37854,-42407
37855,-44480
37856,-48859
37857,-54347
37858,-57321
37859,-40256
37860,-32225
37861,-58067
37862,-50292
37863,-46326
37864,-45961
37865,-49909
37866,-54471
37867,-54509
37868,-51897
37869,-39135
37870,-38256
37871,-61537
37872,-51156
37873,-47456
37874,-45207
37875,-45437
37876,-47826
37877,-52620
37878,-57657
37879,-43627
37880,-36571
37881,-60348
37882,-52683
37883,-51704
37884,-50322
37885,-46086
37886,-45072
37887,-51647
37888,-59299
37889,-48644
37890,-39295
37891,-62909
37892,-51319
37893,-49017
37894,-49741
37895,-50504
37896,-44899
37897,-45942
37898,-54237
37899,-45951
37900,-43667
37901,-60897
37902,-50080
37903,-45910
37904,-43597
37905,-44244
37906,-48529
37907,-52697
37908,-56352
37909,-46022
37910,-43851
37911,-63665
37912,-50519
37913,-47127
37914,-46987
37915,-47558
37916,-48794
37917,-51441
37918,-57321
37919,-47274
37920,-43037
37921,-62277
37922,-49147
37923,-47174
37924,-47250
37925,-45379
37926,-46463
37927,-49370
37928,-53677
37929,-42942
37930,-37418
37931,-61263
37932,-49386
37933,-46158
37934,-47444
37935,-49537
37936,-51726
37937,-53415
37938,-54234
37939,-44174
37940,-39511
37941,-63647
37942,-50479
37943,-43964
37944,-42511
37945,-44031
37946,-48485
37947,-51832
37948,-55312
37949,-44716
37950,-36318
37951,-57412
37952,-48312
37953,-45159
37954,-43181
37955,-44354
37956,-46766
37957,-50134
37958,-53838
37959,-46441
37960,-41408
37961,-59984
37962,-48848
37963,-45316
37964,-44919
37965,-44961
37966,-45992
37967,-48561
37968,-54216
37969,-51497
37970,-44388
37971,-61664
37972,-50930
37973,-45507
37974,-42849
37975,-43187
37976,-44466
37977,-48839
37978,-54226
37979,-48074
37980,-46799
37981,-61116
37982,-50461
37983,-46230
37984,-42041
37985,-43558
37986,-47661
37987,-49984
37988,-55283
37989,-49805
37990,-42087
37991,-57554
37992,-45361
37993,-41636
37994,-41565
37995,-44142
37996,-48032
37997,-51542
37998,-54466
37999,-44412
38000,-36913
38001,-55587
38002,-47006
38003,-44352
38004,-44301
38005,-44787
38006,-46331
38007,-49545
38008,-56372
38009,-46759
38010,-38598
38011,-58607
38012,-46313
38013,-41337
38014,-41824
38015,-44713
38016,-47972
38017,-51721
38018,-56925
38019,-46982
38020,-40377
38021,-59467
38022,-47081
38023,-43932
38024,-43298
38025,-42249
38026,-41639
38027,-46282
38028,-53764
38029,-49656
38030,-44041
38031,-59239
38032,-47376
38033,-43729
38034,-42474
38035,-42661
38036,-44302
38037,-48531
38038,-53975
38039,-48989
38040,-40487
38041,-57664
38042,-46743
38043,-43201
38044,-43191
38045,-43979
38046,-46144
38047,-50120
38048,-56065
38049,-48802
38050,-46297
38051,-63975
38052,-49004
38053,-40918
38054,-38719
38055,-41211
38056,-45132
38057,-48789
38058,-53859
38059,-47330
38060,-44096
38061,-59754
38062,-47357
38063,-45016
38064,-43773
38065,-44402
38066,-45717
38067,-49179
38068,-54599
38069,-48391
38070,-42132
38071,-58300
38072,-46646
38073,-44434
38074,-45073
38075,-46325
38076,-47236
38077,-48797
38078,-54153
38079,-54336
38080,-48296
38081,-60061
38082,-48228
38083,-44282
38084,-43039
38085,-44319
38086,-48054
38087,-52076
38088,-55838
38089,-53913
38090,-47666
38091,-59932
38092,-49401
38093,-45607
38094,-44026
38095,-44568
38096,-47059
38097,-52677
38098,-58628
38099,-53146
38100,-49024
38101,-58881
38102,-48136
38103,-45708
38104,-42864
38105,-43920
38106,-47048
38107,-53297
38108,-60272
38109,-55517
38110,-48983
38111,-59445
38112,-48006
38113,-45781
38114,-44005
38115,-44143
38116,-46211
38117,-50062
38118,-58062
38119,-62069
38120,-59351
38121,-62679
38122,-46448
38123,-42522
38124,-45227
38125,-45552
38126,-47821
38127,-51302
38128,-55633
38129,-63985
38130,-67465
38131,-63107
38132,-51208
38133,-46697
38134,-45296
38135,-46845
38136,-49285
38137,-52725
38138,-56344
38139,-65582
38140,-67149
38141,-61184
38142,-50603
38143,-47835
38144,-45889
38145,-45084
38146,-46954
38147,-51646
38148,-57806
38149,-65260
38150,-66600
38151,-61977
38152,-50014
38153,-46047
38154,-45194
38155,-47332
38156,-49251
38157,-51859
38158,-57541
38159,-62212
38160,-61925
38161,-62099
38162,-51411
38163,-47965
38164,-45644
38165,-46193
38166,-47862
38167,-51202
38168,-55872
38169,-55787
38170,-51251
38171,-60872
38172,-50404
38173,-47392
38174,-44662
38175,-45452
38176,-47949
38177,-53097
38178,-57763
38179,-49731
38180,-42666
38181,-58446
38182,-47926
38183,-44818
38184,-42996
38185,-43190
38186,-45414
38187,-48987
38188,-53586
38189,-47470
38190,-39444
38191,-57832
38192,-46034
38193,-41444
38194,-39561
38195,-40195
38196,-42381
38197,-45139
38198,-50128
38199,-35671
38200,-29159
38201,-53199
38202,-42605
38203,-39322
38204,-37594
38205,-37709
38206,-38919
38207,-41209
38208,-45430
38209,-30333
38210,-21404
38211,-48002
38212,-39484
38213,-36718
38214,-36232
38215,-36864
38216,-38946
38217,-40487
38218,-44139
38219,-25968
38220,-17862
38221,-45366
38222,-36500
38223,-30292
38224,-27532
38225,-27477
38226,-28163
38227,-31639
38228,-35547
38229,-20331
38230,-12919
38231,-31761
38232,-21612
38233,-18109
38234,-15877
38235,-15983
38236,-18009
38237,-20724
38238,-24478
38239,-14731
38240,-10075
38241,-27285
38242,-19686
38243,-18224
38244,-17852
38245,-18746
38246,-22122
38247,-27138
38248,-31597
38249,-19607
38250,-16080
38251,-33956
38252,-23761
38253,-18962
38254,-16342
38255,-16101
38256,-17470
38257,-19961
38258,-25539
38259,-19471
38260,-16363
38261,-32376
38262,-23441
38263,-21118
38264,-21564
38265,-24055
38266,-27206
38267,-32588
38268,-39744
38269,-25904
38270,-23046
38271,-50597
38272,-42016
38273,-37261
38274,-36374
38275,-38399
38276,-41324
38277,-44254
38278,-47820
38279,-27379
38280,-19597
38281,-46222
38282,-37787
38283,-34395
38284,-32011
38285,-33656
38286,-37640
38287,-42774
38288,-46912
38289,-26104
38290,-19909
38291,-49507
38292,-40856
38293,-36236
38294,-34726
38295,-34719
38296,-35882
38297,-38353
38298,-42917
38299,-26739
38300,-20139
38301,-44109
38302,-34921
38303,-31989
38304,-31587
38305,-33016
38306,-34591
38307,-38542
38308,-43551
38309,-30812
38310,-28672
38311,-47214
38312,-37904
38313,-36131
38314,-34994
38315,-35546
38316,-37740
38317,-41043
38318,-45047
38319,-33511
38320,-30826
38321,-48499
38322,-38881
38323,-37312
38324,-37789
38325,-37872
38326,-39124
38327,-42012
38328,-46442
38329,-35796
38330,-35791
38331,-52904
38332,-42465
38333,-38621
38334,-36986
38335,-39122
38336,-41779
38337,-45799
38338,-50947
38339,-35247
38340,-33579
38341,-51647
38342,-41366
38343,-39445
38344,-38977
38345,-39605
38346,-40832
38347,-43692
38348,-48502
38349,-36983
38350,-39178
38351,-52469
38352,-42161
38353,-39219
38354,-38242
38355,-39187
38356,-41399
38357,-44731
38358,-47826
38359,-32298
38360,-33659
38361,-50336
38362,-39222
38363,-35922
38364,-35004
38365,-35473
38366,-37034
38367,-39187
38368,-42536
38369,-27295
38370,-25926
38371,-46513
38372,-36837
38373,-33568
38374,-31842
38375,-32334
38376,-33888
38377,-35664
38378,-39877
38379,-23066
38380,-20787
38381,-42759
38382,-33571
38383,-30945
38384,-29319
38385,-30106
38386,-32003
38387,-35165
38388,-38756
38389,-19546
38390,-17399
38391,-39851
38392,-31348
38393,-28360
38394,-27416
38395,-27631
38396,-29352
38397,-32359
38398,-35099
38399,-15989
38400,-15959
38401,-36245
38402,-27248
38403,-23747
38404,-22586
38405,-22556
38406,-23987
38407,-26357
38408,-28114
38409,-11777
38410,-12649
38411,-26687
38412,-15887
38413,-10961
38414,-8834
38415,-7940
38416,-7939
38417,-9001
38418,-11569
38419,-6817
38420,-5992
38421,-5676
38422,6468
38423,10941
38424,12714
38425,11849
38426,7688
38427,647
38428,-7901
38429,-7639
38430,-11310
38431,-18883
38432,-9991
38433,-7534
38434,-7445
38435,-9499
38436,-12769
38437,-16443
38438,-21514
38439,-12341
38440,-14334
38441,-29033
38442,-22882
38443,-24552
38444,-29576
38445,-36870
38446,-46047
38447,-56176
38448,-63804
38449,-28084
38450,-33477
38451,-78013
38452,-72341
38453,-69042
38454,-67661
38455,-67757
38456,-68374
38457,-69329
38458,-69061
38459,-31169
38460,-30885
38461,-67084
38462,-58799
38463,-54262
38464,-51337
38465,-49752
38466,-49204
38467,-49987
38468,-51167
38469,-27091
38470,-29082
38471,-50568
38472,-42381
38473,-40596
38474,-40037
38475,-40826
38476,-43151
38477,-47132
38478,-50333
38479,-28726
38480,-30420
38481,-49670
38482,-41803
38483,-39705
38484,-38811
38485,-39614
38486,-41770
38487,-45599
38488,-50366
38489,-31763
38490,-33132
38491,-52865
38492,-43493
38493,-40788
38494,-39817
38495,-40776
38496,-42967
38497,-46701
38498,-51125
38499,-32001
38500,-32657
38501,-50422
38502,-40432
38503,-37007
38504,-35905
38505,-37010
38506,-39400
38507,-42567
38508,-46226
38509,-32199
38510,-36762
38511,-48597
38512,-38615
38513,-34977
38514,-34084
38515,-35026
38516,-38086
38517,-42192
38518,-46067
38519,-35601
38520,-40490
38521,-49039
38522,-39630
38523,-37595
38524,-37422
38525,-39309
38526,-41959
38527,-46299
38528,-50734
38529,-40264
38530,-43164
38531,-52489
38532,-43977
38533,-40854
38534,-39932
38535,-41048
38536,-43936
38537,-47709
38538,-50712
38539,-38542
38540,-40824
38541,-50625
38542,-40924
38543,-37615
38544,-36196
38545,-36752
38546,-38880
38547,-42291
38548,-46031
38549,-33889
38550,-33937
38551,-45854
38552,-35854
38553,-32622
38554,-31316
38555,-32597
38556,-34626
38557,-37342
38558,-40824
38559,-29584
38560,-32794
38561,-41809
38562,-31454
38563,-28263
38564,-27539
38565,-28211
38566,-30336
38567,-33585
38568,-36926
38569,-26927
38570,-29528
38571,-37738
38572,-27769
38573,-24569
38574,-23282
38575,-23957
38576,-26153
38577,-29432
38578,-32951
38579,-24543
38580,-26382
38581,-35625
38582,-25293
38583,-22434
38584,-21526
38585,-22955
38586,-26123
38587,-29960
38588,-34166
38589,-24706
38590,-26648
38591,-37821
38592,-28306
38593,-26106
38594,-26449
38595,-29394
38596,-31894
38597,-36159
38598,-42075
38599,-29672
38600,-31021
38601,-46689
38602,-37402
38603,-34425
38604,-33736
38605,-35165
38606,-37926
38607,-41533
38608,-45096
38609,-30248
38610,-32619
38611,-47722
38612,-37657
38613,-34846
38614,-33674
38615,-34644
38616,-37037
38617,-40594
38618,-44349
38619,-30769
38620,-32084
38621,-46380
38622,-35811
38623,-32968
38624,-31817
38625,-32731
38626,-36807
38627,-41326
38628,-44776
38629,-30297
38630,-30382
38631,-48394
38632,-38007
38633,-34191
38634,-31475
38635,-29476
38636,-32732
38637,-38245
38638,-43150
38639,-28412
38640,-30172
38641,-45804
38642,-35187
38643,-32167
38644,-30932
38645,-31840
38646,-34452
38647,-38059
38648,-41775
38649,-27761
38650,-27151
38651,-43997
38652,-34309
38653,-31156
38654,-30294
38655,-31626
38656,-34291
38657,-37614
38658,-40901
38659,-26785
38660,-28362
38661,-43891
38662,-34129
38663,-31092
38664,-30424
38665,-31585
38666,-34417
38667,-37933
38668,-41420
38669,-27593
38670,-28851
38671,-43940
38672,-34167
38673,-31446
38674,-30434
38675,-31387
38676,-34017
38677,-37762
38678,-41536
38679,-28298
38680,-27417
38681,-43229
38682,-33605
38683,-30364
38684,-29304
38685,-30386
38686,-32648
38687,-35804
38688,-39729
38689,-27891
38690,-27067
38691,-41551
38692,-31649
38693,-28567
38694,-27586
38695,-28595
38696,-31063
38697,-34614
38698,-38606
38699,-27781
38700,-26772
38701,-40314
38702,-31051
38703,-27952
38704,-26729
38705,-28187
38706,-31117
38707,-34572
38708,-38269
38709,-27339
38710,-26720
38711,-40132
38712,-30126
38713,-26924
38714,-26188
38715,-27441
38716,-29682
38717,-33129
38718,-37099
38719,-25967
38720,-26783
38721,-39131
38722,-29482
38723,-26786
38724,-25906
38725,-27186
38726,-29961
38727,-33582
38728,-37371
38729,-25504
38730,-25927
38731,-40319
38732,-30885
38733,-27958
38734,-27069
38735,-28435
38736,-31261
38737,-35178
38738,-39363
38739,-27896
38740,-27142
38741,-42256
38742,-32991
38743,-30546
38744,-29891
38745,-31095
38746,-33847
38747,-37519
38748,-41301
38749,-29392
38750,-29481
38751,-44457
38752,-34829
38753,-32299
38754,-31933
38755,-32777
38756,-35310
38757,-38961
38758,-42721
38759,-28915
38760,-28492
38761,-45401
38762,-36023
38763,-33166
38764,-32344
38765,-33566
38766,-36272
38767,-39712
38768,-43821
38769,-31319
38770,-31079
38771,-45994
38772,-36629
38773,-34176
38774,-33533
38775,-34530
38776,-36911
38777,-40821
38778,-44641
38779,-30501
38780,-29862
38781,-46922
38782,-37319
38783,-34327
38784,-33606
38785,-34712
38786,-37115
38787,-40596
38788,-44404
38789,-31174
38790,-32147
38791,-46122
38792,-36524
38793,-33455
38794,-32682
38795,-33670
38796,-36322
38797,-39784
38798,-43378
38799,-30430
38800,-29283
38801,-45576
38802,-35701
38803,-32564
38804,-31289
38805,-32048
38806,-34526
38807,-38322
38808,-42184
38809,-30474
38810,-29995
38811,-44384
38812,-34496
38813,-31423
38814,-30251
38815,-31230
38816,-33756
38817,-37204
38818,-41016
38819,-28416
38820,-27726
38821,-43208
38822,-33631
38823,-30534
38824,-29408
38825,-30447
38826,-32994
38827,-36350
38828,-40162
38829,-28405
38830,-26760
38831,-42551
38832,-33357
38833,-30164
38834,-29034
38835,-29922
38836,-32337
38837,-35911
38838,-39849
38839,-28336
38840,-28281
38841,-41709
38842,-31896
38843,-28734
38844,-27638
38845,-28580
38846,-30774
38847,-34662
38848,-39032
38849,-28265
38850,-27140
38851,-41345
38852,-31000
38853,-27710
38854,-26596
38855,-27584
38856,-30032
38857,-33481
38858,-37344
38859,-26319
38860,-25649
38861,-39645
38862,-30013
38863,-26961
38864,-25809
38865,-26870
38866,-29182
38867,-32689
38868,-36777
38869,-27261
38870,-26657
38871,-39436
38872,-29511
38873,-26614
38874,-25657
38875,-26653
38876,-29234
38877,-33079
38878,-37214
38879,-26489
38880,-26977
38881,-39972
38882,-30109
38883,-26999
38884,-25870
38885,-26834
38886,-29582
38887,-33514
38888,-37558
38889,-26974
38890,-26910
38891,-39941
38892,-30083
38893,-27704
38894,-26956
38895,-28169
38896,-30926
38897,-34244
38898,-38683
38899,-28874
38900,-27961
38901,-41580
38902,-31972
38903,-28937
38904,-28044
38905,-29371
38906,-31863
38907,-35571
38908,-39770
38909,-28465
38910,-28481
38911,-42583
38912,-33024
38913,-30119
38914,-29342
38915,-30316
38916,-32634
38917,-36554
38918,-41001
38919,-29136
38920,-27664
38921,-42802
38922,-33203
38923,-30306
38924,-29592
38925,-30632
38926,-32915
38927,-36617
38928,-40526
38929,-29804
38930,-29529
38931,-41906
38932,-32566
38933,-29441
38934,-28234
38935,-29105
38936,-31633
38937,-35141
38938,-39427
38939,-28800
38940,-27374
38941,-41291
38942,-32261
38943,-29122
38944,-28151
38945,-29281
38946,-31851
38947,-35439
38948,-39918
38949,-30834
38950,-27828
38951,-41017
38952,-32239
38953,-29701
38954,-28257
38955,-29392
38956,-32029
38957,-35831
38958,-40241
38959,-30731
38960,-27895
38961,-41261
38962,-32151
38963,-29146
38964,-28262
38965,-29193
38966,-31550
38967,-34922
38968,-38669
38969,-30563
38970,-30226
38971,-41649
38972,-31836
38973,-28447
38974,-27622
38975,-28931
38976,-31367
38977,-34691
38978,-38829
38979,-30293
38980,-28772
38981,-41820
38982,-31755
38983,-28824
38984,-27857
38985,-28971
38986,-31685
38987,-35272
38988,-39254
38989,-31188
38990,-29235
38991,-41661
38992,-31936
38993,-28817
38994,-27861
38995,-28964
38996,-31418
38997,-34956
38998,-38922
38999,-30698
39000,-28682
39001,-41043
39002,-31440
39003,-28392
39004,-27847
39005,-29036
39006,-31838
39007,-35297
39008,-39287
39009,-30984
39010,-28709
39011,-40894
39012,-32246
39013,-29033
39014,-28136
39015,-29347
39016,-31751
39017,-35499
39018,-39546
39019,-32017
39020,-31911
39021,-42964
39022,-32836
39023,-29621
39024,-28732
39025,-30062
39026,-32512
39027,-36178
39028,-40317
39029,-32604
39030,-32692
39031,-43765
39032,-33986
39033,-30934
39034,-29819
39035,-30793
39036,-33330
39037,-37172
39038,-41302
39039,-32932
39040,-30838
39041,-43357
39042,-34034
39043,-30710
39044,-29567
39045,-31292
39046,-34234
39047,-37402
39048,-41303
39049,-33564
39050,-32904
39051,-43590
39052,-34028
39053,-31067
39054,-30089
39055,-31117
39056,-33667
39057,-37229
39058,-41345
39059,-33385
39060,-32870
39061,-43913
39062,-33439
39063,-30521
39064,-29905
39065,-31235
39066,-33814
39067,-37112
39068,-41221
39069,-33160
39070,-32394
39071,-43957
39072,-33818
39073,-30753
39074,-29643
39075,-30569
39076,-32958
39077,-36444
39078,-40330
39079,-30761
